epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.023,2.09939,2.30062,1.50054,0.61635,0.59024,0.59337,0.29551,1.61565,1.5725,1.34018,0.000416273,0.000416273,0.000416273
